ID,rating,claim description,content,title,content type
1449,FALSE,'Media companies' did not cover 2019 US News and World Report,,,
1450,FALSE,Pope Francis says bible is a 'dangerous' book,,,
1451,FALSE,'Photo' of Pope Francis staring at a woman's chest,,,
1452,FALSE,"'Photo' of Baron Geisler asking ABS-CBN to pay unpaid debts, taxes",,,
1453,FALSE,"DepEd online giveaway of free WiFi, gadgets",,,
1454,FALSE,Media did not report on Chinese reclamation on West Philippine Sea,,,
1455,FALSE,Mainstream media 'did not report' about Marawi temporary shelters,,,
1456,FALSE,Philippines in path of 2019's 'super typhoon',,,
1457,FALSE,'Conspiracy is not a crime' – Panelo,,,
1458,FALSE,'Magnitude 7.8 earthquake on January 15' after Taal eruption,,,
1459,FALSE,‘Photo’ of lightning streaks during Taal Volcano eruption,,,
1460,FALSE,'NDRRMC update' on Taal Alert Level 5,,,
1461,FALSE,Low tide in Oriental Mindoro sign of possible volcanic tsunami,,,
1462,FALSE,Taal Volcano 'draws in' water from Oriental Mindoro,,,
1463,FALSE,Video of night sky flare shows ‘start of Iran vs U.S. World War 3’,,,
1464,FALSE,Leni Robredo says call center agents should not work from home,,,
1465,FALSE,2019 election ballots are 'pre-shaded' with UV ink,,,
1466,FALSE,Trump wears masks when needed,,,
1467,FALSE,‘Portland sheriff’ Mike Reese supports Trump,,,
1468,FALSE,Philippines did not export rice after Marcos administration,,,
1469,FALSE,Green New Deal costs $100 trillion – Trump,,,
1470,FALSE,Binintiang Malaki is 'not real' Taal Volcano,,,
1471,FALSE,Exequiel Javier 'withdraws' congressional bid in Antique,,,
1472,FALSE,Comelec disqualifies 5 progressive party-list groups before election day,,,
1473,FALSE,Amado Espino III and Jumel Espino 'disqualified' in Pangasinan,,,
1474,FALSE,'Daily Guardian post' on Gorricetas junking ally Biron,,,
1475,FALSE,VP Leni Robredo ‘promised’ to step down if no Otso Diretso bet wins,,,
1476,FALSE,'Confirmed cases' of coronavirus at PBCom Tower in Makati,,,
1477,FALSE,Bangko Sentral ‘launches new design of Philippine peso',,,
1478,FALSE,‘Photo’ of Abigail Valte inside a high-end Hong Kong shop,,,
1479,FALSE,'Patient tested positive' for 2019 nCOv in Makati Medical Center,,,
1480,FALSE,'Actual footage' of helicopter crash that killed Kobe Bryant,,,
1481,FALSE,Trump says COVID-19 is a ‘hoax’ – Kamala Harris,,,
1482,FALSE,British accountant 'faces the death penalty' in the Philippines,,,
1483,FALSE,"Chinese patient in Alabang clinic, hospital tested ‘positive’ for coronavirus",,,
1484,FALSE,San Miguel issued P500-M check to Senator Trillanes via BDO,,,
1485,FALSE,'Positive' coronavirus case in Laguna hospital,,,
1486,FALSE,Bam Aquino says subways can be prone to floods,,,
1487,FALSE,"Villegas, Tagle 'say followers are traitors' for not voting for Otso Diretso",,,
1488,FALSE,Samira Gutoc gets zero vote in Mandaluyong,,,
1489,FALSE,GMA Network 'dismisses' Jessica Soho,,,
1490,FALSE,Panelo's claim that PH is not a signatory to Basel Convention,,,
1491,FALSE,Coronavirus can be 'eliminated' by high temperatures,,,
1492,FALSE,Photo of Kabataan party 'supporting ROTC',,,
1493,FALSE,Duterte says Gazmin 'didn't have authority to give Trillanes amnesty',,,
1494,FALSE,Novel coronavirus 'can be cured by garlic',,,
1495,FALSE,"'Photo' of Japanese medical team sent to Wuhan, China",,,
1496,FALSE,Media didn't report novel coronavirus has low fatality rate,,,
1497,FALSE,OVP appeals for P1-billion budget for 2021,,,
1498,FALSE,"PH most literate Asian country under Marcos, literacy rate dropped after his ouster",,,
1499,FALSE,'Previous administration' destroyed Marcos bust in Benguet,,,
1500,FALSE,U.N. chief Guterres defends Duterte's war on drugs,,,
1501,FALSE,Photos of Chinese man having human baby soup 'to improve health',,,
1502,FALSE,"U.S. embassy 'suspends' tourist visas due to virus, VFA scrapping",,,
1503,FALSE,Natural ginger ale a ‘cure for coronavirus’,,,
1504,FALSE,"UN supports Duterte’s war on drugs, slams Hontiveros and Pangilinan",,,
1505,FALSE,"Novel coronavirus 'will not spread in PH' due to high temperature, humidity",,,
1506,FALSE,"Video of Filipinos ‘eating bats in Wuhan, China’",,,
1507,FALSE,"Robredo says PH wrapped in darkness, she is ready to become president",,,
1508,FALSE,"Filipinos ‘free to roam, can watch news’ during Martial Law",,,
1509,FALSE,"Photo of dead members of drug syndicates, PNP",,,
1510,FALSE,Gatchalian wants Duterte to 'explain to him' ABS-CBN franchise stance,,,
1511,FALSE,"Sotto asks Robredo, opposition senators to resign",,,
1512,FALSE,"Venezuelans use microchips to buy food, basic needs",,,
1513,FALSE,Canada strategic planning committee's COVID-19 road map,,,
1514,FALSE,Marcos wrote 90% of 1987 Philippine Constitution,,,
1515,FALSE,Trump calls Bongbong Marcos 'the next president',,,
1516,FALSE,Cannabis 'kills coronavirus',,,
1517,FALSE,Vanessa Bryant 'kills herself' after bout of depression,,,
1518,FALSE,'98% trust Duterte following ABS-CBN shutdown',,,
1519,FALSE,Natalia Bryant 'commits suicide' after being bullied,,,
1520,FALSE,Photo of 'Chinese illegal fishing in West Philippine Sea',,,
1521,FALSE,‘Not a single cent spent on NDRRMC command center’,,,
1522,FALSE,Militant groups to 'protest' shut down of Kapa-Community Ministry,,,
1523,FALSE,Woman gives birth to '17 babies',,,
1524,FALSE,'Official' coronavirus face mask released,,,
1525,FALSE,Sarah Geronimo's mother Divine 'takes own life',,,
1526,FALSE,"Protesters against ABS-CBN shutdown 'were paid P10,000'",,,
1527,FALSE,Marcelito Pomoy 'dies in hotel room after losing in talent show',,,
1528,FALSE,Comparison of rally photos from ‘ABS-CBN report’ and social media,,,
1529,FALSE,US federal gov't watermarked ballots for 2020 election,,,
1530,FALSE,List of ‘Philippines’ biggest tax evaders’,,,
1531,FALSE,Panelo says Filipino fishermen are 'hallucinating' over sunken ship,,,
1532,FALSE,Mocha Uson says she ‘does not spread fake news’,,,
1533,FALSE,PhilHealth’s problems started during Hontiveros' term – Garin,,,
1534,FALSE,"EDSA Revolution 'removed' regularization, led to 'increase' in OFWs",,,
1535,FALSE,Vatican confirms Pope Francis 'tested positive' for coronavirus,,,
1536,FALSE,Photo of ‘Muslims killed in India’,,,
1537,FALSE,Bullying victim Quaden Bayles 'commits suicide',,,
1538,FALSE,Noynoy Aquino to ‘finally be arraigned’ for Mamasapano,,,
1539,FALSE,Greenhills hostage taker Alchie Paray 'found dead in jail cell',,,
1540,FALSE,DOH says fake cigarettes that 'spread coronavirus' have reached PH,,,
1541,FALSE,Media 'did not cover' 2014 water cannon incident in Panatag Shoal,,,
1542,FALSE,Robredo to 'sign' deal with U.N. 'to use their military forces',,,
1543,FALSE,"DOH, immigration 'bulletin vs Chinese man who fled virus quarantine'",,,
1544,FALSE,‘Entire family’ in Pasig infected by novel coronavirus,,,
1545,FALSE,Video of 'police response' in Hong Kong 'due to coronavirus',,,
1546,FALSE,Graphics 'from Unicef' with 'tips' on coronavirus,,,
1547,FALSE,'List' of malls and hotels to avoid due to coronavirus,,,
1548,FALSE,Bamboo Mañalac dies in March 2020,,,
1549,FALSE,Alcoholic drinks 'reduce coronavirus risk',,,
1550,FALSE,"OFWs 'receive' money upon leaving, returning to the Philippines",,,
1551,FALSE,Gargling salt water ‘eliminates’ coronavirus,,,
1552,FALSE,Photo of Renato Reyes 'panic buying' at S&R,,,
1553,FALSE,MILF surrendered arms to gov't 'for the first time in 2019',,,
1554,FALSE,Aquino admin obtained 'secret' $500-million loan from World Bank,,,
1555,FALSE,Video saying bananas 'prevent coronavirus',,,
1556,FALSE,Robredo 'proposes widening pipes' as solution to water crisis,,,
1557,FALSE,"Leni Robredo says ‘virus is not our enemy, bats are’",,,
1558,FALSE,'Antonio Trillanes IV' tweet blames Duterte for coronavirus,,,
1559,FALSE,Maritime law expert 'lied' about satellite image of Recto Bank,,,
1560,FALSE,Hontiveros says ‘police and military more frightening than dying from virus’,,,
1561,FALSE,Coronavirus transmitted through humans only – Duterte,,,
1562,FALSE,Leni Robredo ‘ready’ to take over presidency,,,
1563,FALSE,De Lima begs Joe Biden for her freedom,,,
1564,FALSE,"2 Ateneo, FEU graduates are 'raped by 5 men'",,,
1565,FALSE,Photo of 'President of Italy' crying 'over coronavirus',,,
1566,FALSE,"SSS 'approves P20,000 aid for every member' due to coronavirus",,,
1567,FALSE,Globe gives free P500 load to every user,,,
1568,FALSE,Italian PM Conte says they've 'lost control' of coronavirus,,,
1569,FALSE,"Coronavirus vaccine ready, can cure within 3 hours",,,
1570,FALSE,Pangilinan says gov't should 'exempt children from total lockdown',,,
1571,FALSE,"Drinking water 'washes' coronavirus, prevents it from entering lungs",,,
1572,FALSE,ABS-CBN is 'confirmed' to close down,,,
1573,FALSE,Salt water steam can cure coronavirus,,,
1574,FALSE,Photos of 'coronavirus patients in Italy' on the streets,,,
1575,FALSE,Drug overdose is leading cause of death in Iceland – Jay Sonza,,,
1576,FALSE,Pacquiao was 'only senator' who responded to coronavirus crisis,,,
1577,FALSE,"Medical City, private hospitals 'raided' for PPE donations",,,
1578,FALSE,Video clip showing dead bodies of coronavirus patients in Italy,,,
1579,FALSE,Over 200 doctors die daily in Italy due to coronavirus,,,
1580,FALSE,Sara Duterte says 'blame LGUs' for slow disbursement of P200B,,,
1581,FALSE,"Meralco, Maynilad waive March 2020 billings",,,
1582,FALSE,Kabataan Representative Sarah Elago tests positive for coronavirus,,,
1583,FALSE,"Photos of Anakbayan, KMU rallying during quarantine",,,
1584,FALSE,Duterte warned about coronavirus threat 'at the start',,,
1585,FALSE,Catholic priests 'perform witchcraft' to make Duterte die,,,
1586,FALSE,FBI arrest of China-backed professor was linked to coronavirus,,,
1587,FALSE,Quotes by personalities praising Duterte for coronavirus response,,,
1588,FALSE,"Duterte orders mandatory 'no work, with pay' policy for a month",,,
1589,FALSE,COVID-19 is ‘confirmed’ airborne,,,
1590,FALSE,U.S. typhoon center warns Yolanda-like super typhoon to hit PH,,,
1591,FALSE,COA flagged PCSO’s non-remittance to govt ‘only now’,,,
1592,FALSE,'Maker of coronavirus' is arrested,,,
1593,FALSE,Video of body bags in East Avenue Medical Center,,,
1594,FALSE,Photo of Kabataan Representative Sarah Elago attending NPA anniversary,,,
1595,FALSE,Dominguez says PH can borrow trillions of dollars from World Bank,,,
1596,FALSE,Kadamay chairperson asks for house with free Wi-Fi,,,
1597,FALSE,5G networks are connected to coronavirus outbreak,,,
1598,FALSE,Coronavirus in the body dies in 4 days,,,
1599,FALSE,Vico Sotto quote on who to vote for in next elections,,,
1600,FALSE,"Duterte to declare total lockdown, close all establishments",,,
1601,FALSE,Philippines first to impose lockdown in Asia – Duterte,,,
1602,FALSE,WHO issues protocols for lockdown periods,,,
1603,FALSE,Sarah Elago’s ‘response’ to parents of student activists,,,
1604,FALSE,Photo of Duterte doing the rounds during coronavirus pandemic,,,
1605,FALSE,Bills for March and April 2020 now free – Meralco,,,
1606,FALSE,P57 billion 'balance' in DSWD subsidy even if all families get coronavirus cash aid,,,
1607,FALSE,Sarah Elago quote calling for 'People Power',,,
1608,FALSE,‘No law’ prevents gov’t officials from participating in businesses,,,
1609,FALSE,Videos of Japan tsunami in April 2020,,,
1610,FALSE,"Male OFW 'raped, mutilated by 9 Saudi Arabians'",,,
1611,FALSE,Palparan innocent over 2006 abduction of 2 missing UP students,,,
1612,FALSE,Video of De Lima 'admitting' she’s a drug lord coddler,,,
1613,FALSE,Ex-Anakpawis lawmaker apologizes for asking people to revolt vs gov't,,,
1614,FALSE,North Korea ruling party 'confirms' Kim Jong Un's death on April 25,,,
1615,FALSE,Angel Locsin 'tests positive' for coronavirus,,,
1616,FALSE,Aspirin with lemon juice and honey cures coronavirus,,,
1617,FALSE,"Groups will hold Labor Day protests on the streets, despite quarantine rules",,,
1618,FALSE,"Trump says he 'can't handle' Americans, asks Duterte for help",,,
1619,FALSE,Vaccine for novel coronavirus was available since 2001,,,
1620,FALSE,Is this a sign targetting a rival of Philippine President Rodrigo Duterte?,,,
1621,FALSE,Video of Kim Jong Un's funeral,,,
1622,FALSE,Photos of Chinese-funded road built under Duterte's flagship infrastructure program,,,
1623,FALSE,Is this a 'new' photo of Mar Roxas using public transport?,,,
1624,FALSE,'Clean semen a cure for COVID-19',,,
1625,FALSE,6 senators refuse to give coronavirus aid,,,
1626,FALSE,Risa Hontiveros quote on OFWs paying higher PhilHealth rate,,,
1627,FALSE,Duterte 'completely neutral' on ABS-CBN franchise renewal,,,
1628,FALSE,Aquino signed premium contribution hike for OFWs,,,
1629,FALSE,CBCP 'circular' urging bishops to report scammer,,,
1630,FALSE,Leni Robredo spent over P200M for her LA trip,,,
1631,FALSE,Enhanced community quarantine extended after May 15,,,
1632,FALSE,Charo Santos 'apology' tweet,,,
1633,FALSE,Did Pope Francis bless the administration of President Duterte?,,,
1634,FALSE,PNoy responsible for Sanchez’s possible release due to RA 10592,,,
1635,FALSE,"Roque warning vs GMA, TV5 on criticizing Duterte",,,
1636,FALSE,"SOGIE equality bill will 'undercut' freedoms, destroy family",,,
1637,FALSE,ABS-CBN's franchise was not renewed because of pay-per-view service,,,
1638,FALSE,Roque says Duterte receives P460 million monthly from POGOs,,,
1639,FALSE,Coco Martin quote thanking teacher who posted reward to 'kill Duterte',,,
1640,FALSE,ABS-CBN operations ‘illegal’ for the past 25 years,,,
1641,FALSE,"Robredo says the virus, not people, should be restrained",,,
1642,FALSE,Only '1 or 2' PH media killings work-related,,,
1643,FALSE,Photo of former NUJP chair 'connects' her to CPP-NPA-NDF,,,
1644,FALSE,Kim Chiu found dead in Tacloban home,,,
1645,FALSE,Robredo 'suggests' gender not be identified in birth certificates till age 10,,,
1646,FALSE,Backriding in motorcycles now allowed,,,
1647,FALSE,Father of Ateneo Bully a 'police scalawag',,,
1648,FALSE,"Vico Sotto quote on criticizing mayors, barangay captains",,,
1649,FALSE,FBI arrests Bill Gates for creating coronavirus,,,
1650,FALSE,Archbishop Villegas says it would be better if Duterte resigned,,,
1651,FALSE,Brown sugar cures coronavirus,,,
1652,FALSE,"Duterte 'signs a law granting SSS members P50,000 bonuses'",,,
1653,FALSE,ABS-CBN 'jacked up the number of its employees',,,
1654,FALSE,"Video of Wuhan, China in ‘2nd wave’ of coronavirus infections",,,
1655,FALSE,Grace Poe to file bill blocking Facebook in light of ABS-CBN shutdown,,,
1656,FALSE,Madagascar President says WHO offered $20M to poison virus cure,,,
1657,FALSE,Coco Martin quote on a teacher's arrest,,,
1658,FALSE,Richard Gomez won’t accept returnees to Ormoc City,,,
1659,FALSE,ABS-CBN’s 1995 franchise allows only one channel,,,
1660,FALSE,Malunggay and kamias tea cure for COVID-19,,,
1661,FALSE,ABS-CBN violated Constitution for being in airwaves for more than 50 years,,,
1662,FALSE,Photo of Duterte portrait outside Japan national museum,,,
1663,FALSE,Marcos built first airport in Asia,,,
1664,FALSE,"New Philippine flag design on June 12, 2020",,,
1665,FALSE,"'Final, official result' of 2016 vice presidential elections out",,,
1666,FALSE,Video of protesters breaking into the White House,,,
1667,FALSE,Tanduay and Zonrox mix can be used as alcohol,,,
1668,FALSE,Duterte honored by Time magazine,,,
1669,FALSE,"Prolonged face mask use causes hypoxia, hypercapnia",,,
1670,FALSE,Jovito Salonga's 'letter' to Cory saying Marcos had no ill-gotten wealth,,,
1671,FALSE,Bong Go is the 'first Chinese-Filipino who became senator',,,
1672,FALSE,Teachers to receive ‘DepEd anniv bonus’ starting November 15,,,
1673,FALSE,Risa Hontiveros quote supporting Maute Group,,,
1674,FALSE,Bamboo Mañalac ‘dies in car crash in Quezon’,,,
1675,FALSE,Marawi war 'triggered' by 'attempt to serve a warrant of arrest for drug trafficking',,,
1676,FALSE,OFW positive for coronavirus raped by camel in Riyadh,,,
1677,FALSE,Kadamay placard demanding regular salary for rallyists,,,
1678,FALSE,Derek Chauvin 'found dead in apartment',,,
1679,FALSE,'95 countries in UN review believe there are no EJKs in PH',,,
1680,FALSE,Robredo 'wary of' Piñol’s river dredging proposal,,,
1681,FALSE,Aquino's libel suit vs Beltran was not deemed press freedom issue,,,
1682,WRONG,'Naga top 5 city in crime volume',,,
1683,PARTLY FALSE,"‘Strongest’ typhoon, earthquake to hit Arab states",,,
1684,PARTLY FALSE,Photos of damaged P50-million project under Robredo,,,
1685,PARTLY FALSE,Mayon Volcano status 'raised' to Alert Level 2,,,
1686,PARTLY FALSE,Pacific Ring of Fire 'now active',,,
1687,PARTLY FALSE,Power outage over 'entire Laguna',,,
1688,PARTLY FALSE,‘Photos’ of animals rescued following Taal eruption,,,
1689,PARTLY FALSE,'Lava will come out of the fissures' caused by Taal Volcano activity,,,
1690,PARTLY FALSE,'Photos of Chinese' eating wild animals,,,
1691,PARTLY FALSE,Duterte gov't 'slashed' P10 billion for DOH in 2020 budget,,,
1692,PARTLY FALSE,U.S. FDA 'approves' hydroxychloroquine for COVID-19 treatment,,,
1693,PARTLY FALSE,Photo of coffins showing people who died of coronavirus in Italy,,,
1694,PARTLY FALSE,"Coronavirus 'did not reach' Beijing, Shanghai, Russia, North Korea",,,
1695,PARTLY FALSE,Gabby Lopez is an American citizen,,,
1696,PARTLY FALSE,"First Philippine Holdings 'made P24.6B profit, but only paid P10M income tax'",,,
1697,PARTLY FALSE,Ex-Ateneo de Davao University president quote on Duterte,,,
1698,NO PROOF,"DAR’s ‘single-day, biggest’ 11,443-hectare land distribution",,,
1699,MIXTURE,,Cno po my gusto mas cgurado dto d kayo mapapahamak,https://www.facebook.com/groups/indaysaradutertesupporters2019/permalink/542593306567930/,Text
1700,MIXTURE,,"Malapit na magkaroon ng Beach sa Manila hindi mo na kailangan lumayo. Basta tulong tulong be a volunteer lets clean the Manila Bay.

#Duterte #BattleForManilaBay",https://www.facebook.com/911PhilippinesSupporters/posts/780269275682527,Image
1701,MIXTURE,Filipino 'royal family' ruled over pre-colonial 'Maharlika kingdom',,,Image
1702,MIXTURE,"Ordinance vs minors, parents violating quarantine rules",,,Image
1703,MIXTURE,,GRABE MAY WARNING NA PO TUNGKOL SA LINDOL From DRRM DepEd MAHALAGANG PABATID SA LAHAT! Warning ng Philvocs sa atin sa lindol na mararanasan sa Metro Manila. May 100 kilometrong fault line na sa...,"From DRRM DepEd: ""Warning from Phivolcs"" about earthquake in Metro Manila",Image
1704,MIXTURE,P185 total cost of processing land titles in DENR,SALAMAT DITO PWEDE NA PALANG MAG PASUKAT NG LUPA WALANG BAYAD.,Fee for land titling at DENR is only P50.00.,Image
1705,MIXTURE,,"Yesterday, it was Taal Volcano. Today, Mayon Volcano. Alert Level 2 now raised over Mayon Volcano due to its persisting unrest. Nakakaloka na talaga! 🙏🙏🙏 LINK for full article,...",Alert Level 2 now raised over Mayon Volcano due to its persisting unrest.,Image
1706,MIXTURE,,"via Jaizy Jakosalem.

MARAWI FUNDS na perang donated ng iba't-ibang bansa, NASAAN NA? Hanggang ngayon wasak at gutom parin ang mga Pilipino sa Marawi City. Habang and mga namumuno sa Administration...",https://www.facebook.com/groups/244526512980958/permalink/452101165556824/,Image
1707,MIXTURE,China executed '26 corrupt government officials',,,Image
1708,MIXTURE,China executed '26 corrupt government officials',,,Image
1709,MIXTURE,China executed '26 corrupt government officials',,,Image
1710,MIXTURE,China executed '26 corrupt government officials',,,Image
1711,MIXTURE,'Rappler' infographic compares Aquino-Duterte expenses,Ang ibig sabihin ng sobrang gastos ay tipak na tipak si Duts at kanyang mga alipores! Pera ng mamamayan yan!,"OP Expenses, Aquino vs. Duterte",Image
1712,MIXTURE,'Rappler' infographic compares Aquino-Duterte expenses,"mga DDS, gusto nyo malaman kung magkano ginastos ng Office of Putang Ina ni Tatay Digong nyo noong isang taon kumpara sa administrasyon ni Abnoy? Sa lamonan at inuman pa lang mahigit P7.5 billion na...","OP Expenses, Aquino vs. Duterte",Image
1713,MIXTURE,,Virgilio Panuelos added a new photo.,https://www.facebook.com/photo.php?fbid=206755457308481&set=a.104570764193618&type=3,Image
1714,MIXTURE,"Compared to Aquino, Duterte had a better approach to China",Crabbler. 190K likes. Utak talangka sa mga utak talangka.,"Compared to Aquino, Duterte had a better approach to China",Image
1715,MIXTURE,Pie chart of Philippines' national debt under 3 presidents,,,Image
1716,MIXTURE,PNoy left P6.4-T debt to the Duterte administration,GALIT KAYO KAY PRESIDENT DUTERTE EH DITO OK LANG BA SA INYO....,$77-B debt incurred during Aquino admin,Image
1717,MIXTURE,,"Eugenio “Gabby” Lopez III, was an American citizen when he took the helm of the company in 1987. It was only in 2000 that Lopez petitioned for recognition of Filipino residency. Lopez’s claim,...",https://www.facebook.com/vovph/posts/3159373137418258,Image
1718,MIXTURE,,"""Former President of Ateneo de Davao University said: Duterte says crazy things but he gets things done. I would like to tell the bishops that we have already elected well-mannered president like...",https://www.facebook.com/groups/1985652118425919/permalink/2647088255615632/,Image
1719,MIXTURE,,"The Yolanda temporary shelters cost P800,000 while the Marawi temporary shelters cost only P200,000 and are a lot nicer. Why did the Yolanda shelters which are more expensive, smaller, and are poorly...","Yolanda temporary housing costs P800,000 vs P200,000 Marawi's temporary housing",Video
1720,MIXTURE,,"Ayon kay Sec. Bello, mababait na amo ang mga Russians at wala pa silang natatanggap na reklamo mula sa mga OFW doon.","Russia, Nangangailangan ng Domestic Helpers at Nag-Offer ng Sahod na P50k Hanggang P75k",Article
1721,MIXTURE,Lacson 'declares' 2020 budget 'truly pork-free',"Just a day before the resumption of the 18th Congress, Senator Panfilo Lacson took to the radio to broadcast his admiration of",LACSON DECLARES 2020 BUDGET FROM CONGRESS PORK-FREE,Article
1722,MIXTURE,,Ano sa PALAGAY MO ?,Newztime: 186 MAYORS AT GOVERNORS TINANGGALAN NA NG PULIS ESCORT,Article
1723,MIXTURE,,Loading...,WOW!! PILIPINAS NUMBER ONE FASTEST GROWING ECONOMY NA! PANOORIN,Article
1724,MIXTURE,Kapa Community Ministry continues operation courtesy of Duterte,,,Article
1725,MIXTURE,PH news sites may be ‘victims of fake news from Facebook’,Is the news from Facebook Newsroom taking down these pages fake news? Let’s check out some facts and see if this will hold water.,FACT CHECK | PH mainstream media: a victim of fake news from 'Facebook'?,Article
1726,MIXTURE,,"THE Philippine government under then President Corazon ‘Cory’ Aquino had requested military assistance from the US during a coup attempt to oust her in 1989 but Washington refused fearing collateral damage, according to a recently declassified intelligence report.",Philippines: CIA doc reveals Aquino's 1989 request for US airstrikes on rebels,Article
1727,MIXTURE,,"The Philippine ₱eso has surprised our Asian neighbors!!! Thank you, President Duterte!! 👊🏾🇵🇭","Peso Beats Asian Neighbors, becomes Asia's best currency",Article Post
1728,MIXTURE,,"The Philippine ₱eso has surprised our Asian neighbors!!! Thank you, President Duterte!! 👊🏾🇵🇭","Peso Beats Asian Neighbors, becomes Asia's best currency",Article Post
1729,MIXTURE,,"The Philippine ₱eso has surprised our Asian neighbors!!! Thank you, President Duterte!! 👊🏾🇵🇭","Peso Beats Asian Neighbors, becomes Asia's best currency",Article Post
1730,MIXTURE,,"The Philippine ₱eso has surprised our Asian neighbors!!! Thank you, President Duterte!! 👊🏾🇵🇭","Peso Beats Asian Neighbors, becomes Asia's best currency",Article Post
1731,MIXTURE,,"The Philippine ₱eso has surprised our Asian neighbors!!! Thank you, President Duterte!! 👊🏾🇵🇭","Peso Beats Asian Neighbors, becomes Asia's best currency",Article Post
1732,MIXTURE,,Wow! ❤❤❤,"Peso Beats Asian Neighbors, becomes Asia's best currency",Article Post
1733,MIXTURE,,Evelyn Batac shared a link.,"Peso Beats Asian Neighbors, becomes Asia's best currency",Article Post
1734,MIXTURE,,"The Philippine ₱eso has surprised our Asian neighbors!!! Thank you, President Duterte!! 👊🏾🇵🇭","Peso Beats Asian Neighbors, becomes Asia's best currency",Article Post
1735,MIXTURE,,Garrick Ang shared a link.,"Peso Beats Asian Neighbors, becomes Asia's best currency",Article Post
1736,MIXTURE,,Surprising . . . 🤔 Go soar Philippines . . . #DU30 the best 👊👊👊,"Peso Beats Asian Neighbors, becomes Asia's best currency",Article Post
1737,MIXTURE,,BUKING ang kasinungalingan ni Cory Aquino tungkol sa paninira niya sa proyekto ni Marcos na Bataan Nuclear Power Plant. Ibinasura lang ni Cory ang $2.3 Billion na pera ng taong bayan para lang masira...,BNPP: 2.3 billion project wasted,Article Post
1738,MIXTURE,,Finally! CIA ibinulgar ang mga Dokumentong nagpapatunay na si Cory Aquino ay nag request ng “airstrikes” laban sa mga Filipinong Sundalo noong 1989! Ngayon niyo sabihing bayani itong si Cory Aquino...,Cory Aquino called for airstrikes against Filipinos in 1989,Article Post
1739,MIXTURE,,Pangakong napako para sa ating mga butihing mga guro. 😔,No pay hike for teachers in 2020 proposed expenditure plan,Article Post
1740,MIXTURE,,"Just remember Ateneo, the last time UP won, a dictator fell. You might want to let history repeat itself this time.
✌️✌️✌️",https://www.facebook.com/monet.munoz/posts/10156694694474876,Background Text
1741,MIXTURE,,"(SHARE for #WORLDPEACE) As the US pushes for a war with Iran, let us remember that: #USA in past decades has +Killed more than 20 million civilians in 37 wars, coups, invasions… latest is 1...",https://www.facebook.com/idsicenter/posts/397792824161229,Image
1742,MIXTURE,"COVID-19 is thrombosis, not pneumonia",,,Image
1743,MIXTURE,Cory Aquino to blame for media ownership provision in 1987 Constitution,AQUINO LEGACY 🤣😂,https://www.facebook.com/vovph/posts/3207746405914264,Image
1744,MIXTURE,,"Under the 2020 proposed expenditure plan of DepEd, there is no provision for a salary increase for public school teachers consider...",No pay hike for teachers in 2020 proposed expenditure plan,Article
1745,MISSING_CONTEXT,Robredo to cancel or alter Duterte projects if she wins in 2022,,,Text
1746,MISSING_CONTEXT,3 volcanoes will 'possibly erupt',,,Text
1747,MISSING_CONTEXT,3 volcanoes will 'possibly erupt',,,Text
1748,MISSING_CONTEXT,3 volcanoes will 'possibly erupt',"The Mayon Volcano is now under of level 1 alert. A part of mayon volcano is now on fire, there's an expected high-magnitude earthquake on mindanao, this earthquake might trigger a tsunami that could reach a 15-story building, 5 typhoons are now expected to enter PAR, and some people in cagayan, isabela and tugegarao are now suffering and dying because of flash floods. #RescuePH #WeNeedYourHelp #SaveThePhilippines Guyss be ready possible 4 more typhoons Ang dadating and 3 na volcano possible din na sasabog -paki kalat para updated lahat Let's pray also for Mindanao dahil may possible daw na mag karoon Ng magnitude 7.2 or 8.0 Beacuse of the active fault line in CDO and tagolon river these 5 major fault lines at the Philippines Mati, Davao, tulunan, sarangani and Zamboanga fault line #PrayForThePhilippines CTTO Lord, FORGIVE OUR SINS! 🙏🙏😭😭 lets pray po together. 🙏🙏",3 volcanoes will possibly erupt,Text
1749,MISSING_CONTEXT,3 volcanoes will 'possibly erupt',,,Text
1750,MISSING_CONTEXT,COA did not recommend charges for Mahindra vehicles purchase,,,Text
1751,MISSING_CONTEXT,IATF approves face-to-face classes at 50% capacity in all levels,,,Image
